"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Iowa"	"19"	"2017"	"2017"	341	3145711	10.840156645	9.689582952	11.990730338	0.587027394	11.496511798	10.245153345	12.747870251	0.638448190
	"Iowa"	"19"	"2018"	"2018"	287	3156145	9.093371819	8.041312876	10.145430762	0.536764767	9.584531026	8.450115707	10.718946346	0.578783326
	"Iowa"	"19"	"2019"	"2019"	352	3155070	11.156646287	9.991129846	12.322162727	0.594651245	11.504441126	10.268124983	12.740757269	0.630773542
	"Iowa"	"19"	"2020 "	"2020"	432	3163561	13.655497713	12.367776850	14.943218575	0.657000440	14.325376842	12.940391983	15.710361700	0.706624928
"Total"	"Iowa"	"19"			4805	66861208	7.186528846	6.983326579	7.389731113	0.103674626	7.439815685	7.226561134	7.653070236	0.108803342
	"Kansas"	"20"	"1999"	"1999"	89	2678338	3.322956251	2.668599706	4.089196733	0.352232658	3.407455954	2.736459728	4.193181222	0.361395104
	"Kansas"	"20"	"2000"	"2000"	103	2688418	3.831249456	3.091341173	4.571157739	0.377504226	3.957977798	3.193304252	4.722651345	0.390139564
	"Kansas"	"20"	"2001"	"2001"	138	2702162	5.107021711	4.254934136	5.959109285	0.434738558	5.257853774	4.379546832	6.136160716	0.448115787
	"Kansas"	"20"	"2002"	"2002"	170	2713535	6.264890632	5.323120084	7.206661179	0.480495177	6.448734724	5.477393327	7.420076120	0.495582345
	"Kansas"	"20"	"2003"	"2003"	188	2723004	6.904139693	5.917208861	7.891070525	0.503536139	7.086494831	6.069900462	8.103089200	0.518670597
	"Kansas"	"20"	"2004"	"2004"	224	2734373	8.192005992	7.119197201	9.264814783	0.547351424	8.478714254	7.362540103	9.594888404	0.569476607
	"Kansas"	"20"	"2005"	"2005"	241	2745299	8.778643055	7.670298120	9.886987989	0.565482109	9.075126860	7.921486124	10.228767597	0.588592213
	"Kansas"	"20"	"2006"	"2006"	257	2762931	9.301716185	8.164474961	10.438957408	0.580225114	9.487245992	8.315621799	10.658870185	0.597767446
	"Kansas"	"20"	"2007"	"2007"	270	2783785	9.699024889	8.542107728	10.855942049	0.590263857	9.979420359	8.776891196	11.181949522	0.613535287
	"Kansas"	"20"	"2008"	"2008"	219	2808076	7.798934217	6.766008070	8.831860364	0.527003136	8.000984659	6.927392664	9.074576655	0.547751018
	"Kansas"	"20"	"2009"	"2009"	304	2832704	10.731795486	9.525394545	11.938196427	0.615510684	11.060946563	9.798494291	12.323398836	0.644108302
	"Kansas"	"20"	"2010"	"2010"	269	2853118	9.428281620	8.301570767	10.554992473	0.574852476	9.558976133	8.399380514	10.718571752	0.591630418
	"Kansas"	"20"	"2011"	"2011"	280	2871238	9.751890996	8.609628563	10.894153429	0.582786956	10.116418612	8.909271378	11.323565845	0.615891446
	"Kansas"	"20"	"2012"	"2012"	318	2885905	11.019073739	9.807952555	12.230194924	0.617918972	11.480693264	10.196267796	12.765118732	0.655319116
	"Kansas"	"20"	"2013"	"2013"	331	2893957	11.437626751	10.205435859	12.669817644	0.628668823	11.958581686	10.643271635	13.273891737	0.671076557
	"Kansas"	"20"	"2014"	"2014"	332	2904021	11.432424215	10.202650063	12.662198367	0.627435792	11.732992723	10.443640690	13.022344757	0.657832670
	"Kansas"	"20"	"2015"	"2015"	329	2911641	11.299469955	10.078468465	12.520471446	0.622959944	11.835739184	10.526170467	13.145307901	0.668147304
	"Kansas"	"20"	"2016"	"2016"	313	2907289	10.766043555	9.573319344	11.958767766	0.608532761	11.088974254	9.830371732	12.347576776	0.642144144
	"Kansas"	"20"	"2017"	"2017"	333	2913123	11.431031234	10.203254594	12.658807873	0.626416653	11.757520341	10.463275484	13.051765198	0.660329009
	"Kansas"	"20"	"2018"	"2018"	345	2911505	11.849541732	10.599144284	13.099939180	0.637957882	12.409520511	11.069266767	13.749774255	0.683802931
	"Kansas"	"20"	"2019"	"2019"	403	2913314	13.833043743	12.482460682	15.183626804	0.689072990	14.262074606	12.834589739	15.689559473	0.728308605
	"Kansas"	"20"	"2020 "	"2020"	490	2913805	16.816499388	15.327503059	18.305495718	0.759692005	17.429996550	15.853266946	19.006726154	0.804453880
"Total"	"Kansas"	"20"			5946	62051541	9.582356706	9.338791105	9.825922307	0.124268164	9.924000640	9.669162315	10.178838964	0.130019553
	"Kentucky"	"21"	"1999"	"1999"	197	4018053	4.902872112	4.218214370	5.587529854	0.349315174	4.859778248	4.180720912	5.538835585	0.346457825
	"Kentucky"	"21"	"2000"	"2000"	241	4041769	5.962735624	5.209912234	6.715559014	0.384093566	5.913181760	5.166311105	6.660052416	0.381056457
	"Kentucky"	"21"	"2001"	"2001"	345	4068132	8.480550779	7.585658867	9.375442690	0.456577506	8.438579765	7.547406836	9.329752694	0.454680066
	"Kentucky"	"21"	"2002"	"2002"	426	4089875	10.415966258	9.426842038	11.405090478	0.504655214	10.451943055	9.457996910	11.445889200	0.507115380
	"Kentucky"	"21"	"2003"	"2003"	560	4117170	13.601575840	12.475023730	14.728127949	0.574771485	13.590555184	12.462036950	14.719073419	0.575774610
	"Kentucky"	"21"	"2004"	"2004"	526	4146101	12.686618102	11.602418943	13.770817261	0.553162836	12.770507023	11.676090584	13.864923461	0.558375734
	"Kentucky"	"21"	"2005"	"2005"	638	4182742	15.253152119	14.069551091	16.436753146	0.603878075	15.345514063	14.149805576	16.541222549	0.610055350
	"Kentucky"	"21"	"2006"	"2006"	728	4219239	17.254296332	16.000902266	18.507690397	0.639486768	17.382614842	16.113273424	18.651956261	0.647623173
	"Kentucky"	"21"	"2007"	"2007"	708	4256672	16.632712128	15.407524752	17.857899505	0.625095600	16.696893685	15.458908072	17.934879298	0.631625313
	"Kentucky"	"21"	"2008"	"2008"	764	4289878	17.809364276	16.546496710	19.072231841	0.644320186	17.942920291	16.660327605	19.225512977	0.654384024
	"Kentucky"	"21"	"2009"	"2009"	769	4317074	17.812990929	16.553979280	19.072002577	0.642352882	17.962058759	16.678782767	19.245334752	0.654732649
	"Kentucky"	"21"	"2010"	"2010"	1007	4339367	23.206149653	21.772825482	24.639473824	0.731287842	23.570877715	22.097278953	25.044476476	0.751836103
	"Kentucky"	"21"	"2011"	"2011"	1058	4369356	24.214094709	22.755006747	25.673182670	0.744432633	25.002586988	23.475688559	26.529485416	0.779029810
	"Kentucky"	"21"	"2012"	"2012"	1078	4380415	24.609540420	23.140444359	26.078636481	0.749538807	24.964743007	23.451676978	26.477809036	0.771972464
	"Kentucky"	"21"	"2013"	"2013"	1019	4395295	23.183881856	21.760389516	24.607374195	0.726271602	23.684889191	22.205442052	25.164336330	0.754819969
	"Kentucky"	"21"	"2014"	"2014"	1077	4413457	24.402639473	22.945218472	25.860060474	0.743582143	24.745885349	23.239423928	26.252346769	0.768602766
	"Kentucky"	"21"	"2015"	"2015"	1273	4425092	28.767763473	27.187432802	30.348094143	0.806291158	29.906658693	28.234489475	31.578827912	0.853147560
	"Kentucky"	"21"	"2016"	"2016"	1419	4436974	31.981255694	30.317228630	33.645282757	0.848993400	33.549864203	31.768788105	35.330940301	0.908712295
	"Kentucky"	"21"	"2017"	"2017"	1566	4454189	35.157915392	33.416576462	36.899254321	0.888438229	37.221635285	35.342858616	39.100411954	0.958559525
	"Kentucky"	"21"	"2018"	"2018"	1315	4468402	29.428865174	27.838244180	31.019486168	0.811541323	30.854211664	29.151480135	32.556943193	0.868740576
	"Kentucky"	"21"	"2019"	"2019"	1380	4467673	30.888563241	29.258838585	32.518287897	0.831492171	32.510405584	30.757075833	34.263735334	0.894555995
	"Kentucky"	"21"	"2020 "	"2020"	2083	4477251	46.524083640	44.526112254	48.522055026	1.019373156	49.175500046	47.015146448	51.335853645	1.102221224
"Total"	"Kentucky"	"21"			20177	94374176	21.379789319	21.084783083	21.674795554	0.150513385	21.717945193	21.415491039	22.020399347	0.154313344
	"Louisiana"	"22"	"1999"	"1999"	188	4460811	4.214480282	3.612030054	4.816930509	0.307372565	4.324634048	3.705742698	4.943525398	0.315760893
	"Louisiana"	"22"	"2000"	"2000"	248	4468976	5.549369699	4.858694456	6.240044942	0.352385328	5.641658216	4.938226666	6.345089766	0.358893648
	"Louisiana"	"22"	"2001"	"2001"	265	4477875	5.917985652	5.205449273	6.630522030	0.363538969	5.970015671	5.249418011	6.690613332	0.367651868
	"Louisiana"	"22"	"2002"	"2002"	365	4497267	8.116040253	7.283406846	8.948673659	0.424812963	8.252309882	7.403290460	9.101329303	0.433173174
	"Louisiana"	"22"	"2003"	"2003"	536	4521042	11.855673980	10.851983223	12.859364736	0.512087121	12.135330641	11.104058814	13.166602467	0.526159095
	"Louisiana"	"22"	"2004"	"2004"	539	4552238	11.840329965	10.840731699	12.839928232	0.509999115	12.121104625	11.092953996	13.149255254	0.524566647
	"Louisiana"	"22"	"2005"	"2005"	661	4576628	14.442947952	13.341887440	15.544008465	0.561765568	14.730186365	13.600763942	15.859608788	0.576235930
	"Louisiana"	"22"	"2006"	"2006"	705	4302665	16.385193828	15.175673710	17.594713945	0.617102101	16.531386987	15.302355780	17.760418193	0.627056738
	"Louisiana"	"22"	"2007"	"2007"	808	4375581	18.466119128	17.192832952	19.739405304	0.649635804	18.832704903	17.523209624	20.142200183	0.668109837
	"Louisiana"	"22"	"2008"	"2008"	647	4435586	14.586573228	13.462596789	15.710549668	0.573457367	14.877749166	13.717774359	16.037723973	0.591823881
	"Louisiana"	"22"	"2009"	"2009"	584	4491648	13.001909321	11.947384563	14.056434080	0.538022836	13.138603785	12.059296019	14.217911551	0.550667227
	"Louisiana"	"22"	"2010"	"2010"	591	4533372	13.036653511	11.985591223	14.087715799	0.536256269	13.174725510	12.097854955	14.251596065	0.549423753
	"Louisiana"	"22"	"2011"	"2011"	601	4574836	13.137082947	12.086772277	14.187393617	0.535872791	13.483420969	12.385763614	14.581078324	0.560029263
	"Louisiana"	"22"	"2012"	"2012"	566	4601893	12.299286402	11.286010369	13.312562435	0.516977568	12.328603934	11.293812456	13.363395412	0.527954836
	"Louisiana"	"22"	"2013"	"2013"	809	4625470	17.490114518	16.284871946	18.695357090	0.614919680	17.771823613	16.520692688	19.022954538	0.638332105
	"Louisiana"	"22"	"2014"	"2014"	777	4649676	16.710841788	15.535825493	17.885858083	0.599498110	16.858282701	15.647444611	18.069120791	0.617774536
	"Louisiana"	"22"	"2015"	"2015"	861	4670724	18.433972977	17.202645865	19.665300089	0.628228118	19.038535634	17.739877814	20.337193454	0.662580521
	"Louisiana"	"22"	"2016"	"2016"	996	4681666	21.274477932	19.953226978	22.595728885	0.674107629	21.810693023	20.427357624	23.194028422	0.705783367
	"Louisiana"	"22"	"2017"	"2017"	1108	4684333	23.653314143	22.260548032	25.046080254	0.710594955	24.502779616	23.028296247	25.977262984	0.752287433
	"Louisiana"	"22"	"2018"	"2018"	1140	4659978	24.463634807	23.043516158	25.883753456	0.724550331	25.431071017	23.922768900	26.939373134	0.769541897
	"Louisiana"	"22"	"2019"	"2019"	1267	4648794	27.254380383	25.753645156	28.755115610	0.765681238	28.334779699	26.739668573	29.929890826	0.813832207
	"Louisiana"	"22"	"2020 "	"2020"	1896	4645318	40.815289718	38.978075539	42.652503896	0.937354173	42.664190062	40.703281656	44.625098468	1.000463472
"Total"	"Louisiana"	"22"			16158	100136377	16.135994215	15.887189848	16.384798582	0.126941004	16.512116666	16.255057077	16.769176254	0.131152851
	"Maine"	"23"	"1999"	"1999"	67	1266808	5.288883556	4.098831867	6.716670561	0.646139965	5.270645212	4.084697333	6.693508594	0.645851458
	"Maine"	"23"	"2000"	"2000"	61	1274923	4.784602678	3.659838280	6.146013524	0.612605599	4.778201182	3.654941648	6.137790546	0.613995509
	"Maine"	"23"	"2001"	"2001"	85	1285692	6.611225706	5.280782645	8.174912810	0.717088110	6.489329376	5.176148684	8.034244021	0.707994715
	"Maine"	"23"	"2002"	"2002"	139	1295960	10.725639680	8.942555388	12.508723973	0.909736884	10.938349806	9.106423147	12.770276466	0.934656459
	"Maine"	"23"	"2003"	"2003"	133	1306513	10.179768590	8.449680739	11.909856441	0.882697883	10.280910383	8.518214035	12.043606730	0.899334871
	"Maine"	"23"	"2004"	"2004"	140	1313688	10.657020541	8.891682595	12.422358486	0.900682625	10.950621327	9.120323844	12.780918809	0.933825246
	"Maine"	"23"	"2005"	"2005"	163	1318787	12.359842795	10.462371493	14.257314097	0.968097603	12.425575156	10.489740274	14.361410038	0.987670858
	"Maine"	"23"	"2006"	"2006"	159	1323619	12.012520219	10.145316770	13.879723668	0.952654821	12.025456534	10.124228594	13.926684475	0.970014255
	"Maine"	"23"	"2007"	"2007"	159	1327040	11.981552930	10.119162978	13.843942882	0.950198955	12.361898240	10.403689322	14.320107158	0.999086183
	"Maine"	"23"	"2008"	"2008"	162	1330509	12.175791370	10.300815159	14.050767582	0.956620516	12.324088319	10.385083226	14.263093413	0.989288313
	"Maine"	"23"	"2009"	"2009"	173	1329590	13.011529870	11.072603207	14.950456533	0.989248297	12.745005583	10.794858385	14.695152781	0.994973060
	"Maine"	"23"	"2010"	"2010"	135	1328361	10.162899995	8.448520991	11.877278998	0.874683165	10.422143628	8.620623521	12.223663734	0.919142912
	"Maine"	"23"	"2011"	"2011"	156	1328188	11.745325210	9.902183113	13.588467307	0.940378621	11.777308817	9.863668028	13.690949607	0.976347341
	"Maine"	"23"	"2012"	"2012"	150	1329192	11.285051370	9.479067021	13.091035718	0.921420586	11.474302724	9.580892135	13.367713312	0.966025811
	"Maine"	"23"	"2013"	"2013"	174	1328302	13.099430702	11.153022756	15.045838648	0.993065279	13.243784249	11.188885968	15.298682529	1.048417490
	"Maine"	"23"	"2014"	"2014"	216	1330089	16.239514799	14.073795109	18.405234490	1.104959026	16.838496300	14.514088001	19.162904598	1.185922601
	"Maine"	"23"	"2015"	"2015"	269	1329328	20.235788308	17.817544642	22.654031974	1.233797789	21.157174946	18.534303333	23.780046559	1.338199802
	"Maine"	"23"	"2016"	"2016"	353	1331479	26.511871385	23.746145701	29.277597070	1.411084533	28.714413926	25.615622829	31.813205024	1.581015866
	"Maine"	"23"	"2017"	"2017"	424	1335907	31.738736304	28.717652490	34.759820119	1.541369293	34.392021947	31.005226094	37.778817799	1.727957067
	"Maine"	"23"	"2018"	"2018"	345	1338404	25.776970182	23.056910752	28.497029613	1.387785424	27.944143117	24.884807908	31.003478327	1.560885311
	"Maine"	"23"	"2019"	"2019"	371	1344212	27.599813125	24.791307758	30.408318491	1.432910901	29.917437876	26.769060483	33.065815270	1.606314997
	"Maine"	"23"	"2020 "	"2020"	496	1350141	36.736903775	33.503813853	39.969993697	1.649535675	39.702029030	36.073895143	43.330162917	1.851088718
"Total"	"Maine"	"23"			4530	29046732	15.595558220	15.141399251	16.049717188	0.231713759	15.940542323	15.467134277	16.413950368	0.241534717
	"Maryland"	"24"	"1999"	"1999"	629	5254509	11.970671284	11.035159519	12.906183050	0.477301921	11.432852592	10.535931099	12.329774085	0.457613007
	"Maryland"	"24"	"2000"	"2000"	623	5296486	11.762515751	10.838855476	12.686176027	0.471255243	11.278000312	10.389850749	12.166149875	0.453137532
	"Maryland"	"24"	"2001"	"2001"	639	5374691	11.889055576	10.967220987	12.810890164	0.470323770	11.482513961	10.590964653	12.374063270	0.454872096
	"Maryland"	"24"	"2002"	"2002"	723	5440389	13.289490880	12.320777572	14.258204189	0.494241484	12.884188617	11.943762575	13.824614658	0.479809205
	"Maryland"	"24"	"2003"	"2003"	779	5496269	14.173250982	13.177944528	15.168557436	0.507809415	13.775041355	12.804702151	14.745380558	0.495071022
	"Maryland"	"24"	"2004"	"2004"	676	5546935	12.186910429	11.268204874	13.105615984	0.468727324	11.851352100	10.955166188	12.747538011	0.457237710
	"Maryland"	"24"	"2005"	"2005"	656	5592379	11.730249327	10.832590316	12.627908338	0.457989291	11.448369960	10.569410003	12.327329917	0.448448958
	"Maryland"	"24"	"2006"	"2006"	762	5627367	13.540968627	12.579515054	14.502422200	0.490537537	13.165497171	12.226480327	14.104514016	0.479090227
	"Maryland"	"24"	"2007"	"2007"	769	5653408	13.602414685	12.641004072	14.563825298	0.490515619	13.227596524	12.287137568	14.168055481	0.479825998
	"Maryland"	"24"	"2008"	"2008"	693	5684965	12.190048663	11.282447814	13.097649512	0.463061658	11.751022650	10.868583305	12.633461994	0.450224155
	"Maryland"	"24"	"2009"	"2009"	743	5730388	12.965963212	12.033640102	13.898286323	0.475675056	12.463967415	11.558187402	13.369747428	0.462132660
	"Maryland"	"24"	"2010"	"2010"	650	5773552	11.258234099	10.392728926	12.123739272	0.441584272	10.961744236	10.109417558	11.814070913	0.434860550
	"Maryland"	"24"	"2011"	"2011"	707	5828289	12.130489754	11.236310273	13.024669235	0.456214021	11.744445166	10.867482457	12.621407876	0.447429954
	"Maryland"	"24"	"2012"	"2012"	831	5884563	14.121694338	13.161537086	15.081851590	0.489876149	13.691666375	12.746897763	14.636434988	0.482024802
	"Maryland"	"24"	"2013"	"2013"	892	5928814	15.045167550	14.057818590	16.032516509	0.503749469	14.591350516	13.618439525	15.564261508	0.496383159
	"Maryland"	"24"	"2014"	"2014"	1070	5976407	17.903733799	16.830960897	18.976506700	0.547333113	17.394167649	16.333409233	18.454926065	0.541203273
	"Maryland"	"24"	"2015"	"2015"	1285	6006401	21.393843002	20.224092307	22.563593697	0.596811579	20.872265077	19.709238937	22.035291216	0.593380683
	"Maryland"	"24"	"2016"	"2016"	2044	6016447	33.973539533	32.500696645	35.446382420	0.751450453	33.223115154	31.753275379	34.692954930	0.749918253
	"Maryland"	"24"	"2017"	"2017"	2247	6052177	37.127136235	35.592003309	38.662269162	0.783231085	36.280877225	34.748601310	37.813153140	0.781773426
	"Maryland"	"24"	"2018"	"2018"	2324	6042718	38.459514411	36.895856285	40.023172536	0.797784758	37.236146316	35.686537319	38.785755313	0.790616835
	"Maryland"	"24"	"2019"	"2019"	2369	6045680	39.185004830	37.607054075	40.762955585	0.805076916	38.164674789	36.589599747	39.739749830	0.803609715
	"Maryland"	"24"	"2020 "	"2020"	2771	6055802	45.757770812	44.054033372	47.461508252	0.869253796	44.562915508	42.864076330	46.261754685	0.866754682
"Total"	"Maryland"	"24"			24882	126308636	19.699365608	19.454591391	19.944139824	0.124884804	19.187944953	18.947554501	19.428335405	0.122648190
	"Massachusetts"	"25"	"1999"	"1999"	488	6317345	7.724764122	7.039384185	8.410144059	0.349683641	7.480251705	6.815505943	8.144997466	0.339156001
	"Massachusetts"	"25"	"2000"	"2000"	463	6349097	7.292375593	6.628120941	7.956630245	0.338905435	7.111556750	6.463241876	7.759871623	0.330772895
	"Massachusetts"	"25"	"2001"	"2001"	689	6397634	10.769606389	9.965439308	11.573773470	0.410289327	10.486609090	9.703217664	11.270000515	0.399689503
	"Massachusetts"	"25"	"2002"	"2002"	705	6417206	10.986089585	10.175119846	11.797059324	0.413760071	10.722591859	9.930632588	11.514551129	0.404060853
	"Massachusetts"	"25"	"2003"	"2003"	823	6422565	12.814194952	11.938712429	13.689677474	0.446674756	12.632208276	11.768438422	13.495978130	0.440698905
	"Massachusetts"	"25"	"2004"	"2004"	669	6412281	10.433104850	9.642505261	11.223704439	0.403367137	10.283202395	9.502394006	11.064010785	0.398371627
	"Massachusetts"	"25"	"2005"	"2005"	780	6403290	12.181238082	11.326367836	13.036108328	0.436158289	11.978254922	11.135263194	12.821246650	0.430097821
	"Massachusetts"	"25"	"2006"	"2006"	970	6410084	15.132407001	14.180097280	16.084716723	0.485872307	14.690281393	13.761214767	15.619348019	0.474013585
	"Massachusetts"	"25"	"2007"	"2007"	922	6431559	14.335560010	13.410211619	15.260908400	0.472116526	14.002578576	13.092513221	14.912643932	0.464319059
	"Massachusetts"	"25"	"2008"	"2008"	786	6468967	12.150317044	11.300877630	12.999756459	0.433387456	11.900403699	11.061554975	12.739252424	0.427984043
	"Massachusetts"	"25"	"2009"	"2009"	816	6517613	12.519921020	11.660882613	13.378959427	0.438284901	12.235630582	11.386893003	13.084368161	0.433029377
	"Massachusetts"	"25"	"2010"	"2010"	738	6547629	11.271255595	10.458050317	12.084460873	0.414900652	11.009306382	10.204130782	11.814481981	0.410803877
	"Massachusetts"	"25"	"2011"	"2011"	857	6587536	13.009416571	12.138405890	13.880427252	0.444393205	12.726293948	11.860343543	13.592244354	0.441811432
	"Massachusetts"	"25"	"2012"	"2012"	859	6646144	12.924787666	12.060451060	13.789124273	0.440988064	12.730898110	11.865039806	13.596756414	0.441764441
	"Massachusetts"	"25"	"2013"	"2013"	1081	6692824	16.151627474	15.188775526	17.114479423	0.491250994	15.997078492	15.026173622	16.967983363	0.495359628
	"Massachusetts"	"25"	"2014"	"2014"	1289	6745408	19.109296280	18.066080118	20.152512442	0.532253144	19.043586523	17.984203255	20.102969790	0.540501667
	"Massachusetts"	"25"	"2015"	"2015"	1724	6794422	25.373755119	24.175988556	26.571521681	0.611105389	25.665353245	24.430381453	26.900325038	0.630087649
	"Massachusetts"	"25"	"2016"	"2016"	2227	6811779	32.693368355	31.335506368	34.051230342	0.692786728	32.989715079	31.587292788	34.392137370	0.715521577
	"Massachusetts"	"25"	"2017"	"2017"	2168	6859819	31.604332418	30.273960547	32.934704288	0.678761158	31.756138853	30.386893017	33.125384689	0.698594814
	"Massachusetts"	"25"	"2018"	"2018"	2241	6902149	32.468148688	31.123859613	33.812437764	0.685861773	32.773347109	31.382879989	34.163814230	0.709422000
	"Massachusetts"	"25"	"2019"	"2019"	2210	6892503	32.063823549	30.726996438	33.400650659	0.682054648	32.088263077	30.715996783	33.460529371	0.700135864
	"Massachusetts"	"25"	"2020 "	"2020"	2302	6893574	33.393418276	32.029261486	34.757575066	0.695998362	33.856763900	32.436441211	35.277086589	0.724654433
"Total"	"Massachusetts"	"25"			25807	144921428	17.807580533	17.590314303	18.024846762	0.110850117	17.639339591	17.422340393	17.856338790	0.110713877
	"Michigan"	"26"	"1999"	"1999"	460	9897116	4.647818617	4.223075523	5.072561711	0.216705660	4.648408866	4.223444936	5.073372795	0.216818331
	"Michigan"	"26"	"2000"	"2000"	561	9938444	5.644746803	5.177636866	6.111856741	0.238321397	5.634030924	5.167733969	6.100327878	0.237906609
	"Michigan"	"26"	"2001"	"2001"	621	9991120	6.215519381	5.726655787	6.704382975	0.249420201	6.179826437	5.693367836	6.666285038	0.248193164
	"Michigan"	"26"	"2002"	"2002"	751	10015710	7.498220296	6.961936965	8.034503627	0.273613945	7.482960650	6.946979064	8.018942236	0.273459993
	"Michigan"	"26"	"2003"	"2003"	761	10041152	7.578811674	7.040337525	8.117285823	0.274731709	7.600106323	7.058629910	8.141582735	0.276263476
	"Michigan"	"26"	"2004"	"2004"	867	10055315	8.622305716	8.048361161	9.196250271	0.292828855	8.656582855	8.078051304	9.235114406	0.295169159
	"Michigan"	"26"	"2005"	"2005"	985	10051137	9.799886321	9.187875651	10.411896992	0.312250342	9.772333219	9.158570226	10.386096212	0.313144384
	"Michigan"	"26"	"2006"	"2006"	1176	10036081	11.717721290	11.047997734	12.387444846	0.341695692	11.714294917	11.039549880	12.389039953	0.344257672
	"Michigan"	"26"	"2007"	"2007"	1236	10001284	12.358413180	11.669428529	13.047397831	0.351522781	12.212818995	11.524975391	12.900662600	0.350940615
	"Michigan"	"26"	"2008"	"2008"	1239	9946889	12.456155889	11.762563286	13.149748493	0.353873777	12.384891111	11.686141337	13.083640885	0.356504987
	"Michigan"	"26"	"2009"	"2009"	1429	9901591	14.432024106	13.683738825	15.180309387	0.381778205	14.465020226	13.703285504	15.226754948	0.388640164
	"Michigan"	"26"	"2010"	"2010"	1394	9883640	14.104115488	13.363708447	14.844522529	0.377758694	13.949388544	13.202930871	14.695846216	0.380845751
	"Michigan"	"26"	"2011"	"2011"	1386	9876187	14.033756145	13.294919577	14.772592713	0.376957432	14.261621564	13.494810024	15.028433104	0.391230378
	"Michigan"	"26"	"2012"	"2012"	1308	9883360	13.234365641	12.517140790	13.951590491	0.365931046	13.522624425	12.773938106	14.271310744	0.381982816
	"Michigan"	"26"	"2013"	"2013"	1553	9895622	15.693808838	14.913262480	16.474355196	0.398237938	15.869314418	15.060390597	16.678238239	0.412716235
	"Michigan"	"26"	"2014"	"2014"	1762	9909877	17.780240865	16.950025514	18.610456216	0.423579261	18.037087805	17.171940890	18.902234719	0.441401487
	"Michigan"	"26"	"2015"	"2015"	1980	9922576	19.954495687	19.075545562	20.833445813	0.448443942	20.354121507	19.432658801	21.275584213	0.470134034
	"Michigan"	"26"	"2016"	"2016"	2347	9928300	23.639495180	22.683099239	24.595891122	0.487957113	24.377204939	23.362479599	25.391930279	0.517717010
	"Michigan"	"26"	"2017"	"2017"	2694	9962311	27.041918286	26.020755988	28.063080583	0.521001172	27.778789360	26.698013980	28.859564740	0.551416010
	"Michigan"	"26"	"2018"	"2018"	2591	9995915	25.920588560	24.922504262	26.918672859	0.509226683	26.643815494	25.585184763	27.702446225	0.540117720
	"Michigan"	"26"	"2019"	"2019"	2385	9986857	23.881387307	22.922932960	24.839841655	0.489007320	24.435882866	23.421842522	25.449923209	0.517367522
	"Michigan"	"26"	"2020 "	"2020"	2759	9966555	27.682584404	26.649616437	28.715552370	0.527024473	28.618798849	27.515438434	29.722159264	0.562938987
"Total"	"Michigan"	"26"			32245	219087039	14.717894836	14.557248592	14.878541080	0.081962369	14.835941795	14.672064862	14.999818728	0.083610680
	"Minnesota"	"27"	"1999"	"1999"	136	4873481	2.790613116	2.321598639	3.259627593	0.239293101	2.787562623	2.318708602	3.256416644	0.239211235
	"Minnesota"	"27"	"2000"	"2000"	130	4919479	2.642556254	2.188291924	3.096820585	0.231767515	2.599393419	2.152172947	3.046613891	0.228173710
	"Minnesota"	"27"	"2001"	"2001"	185	4982796	3.712774916	3.177756380	4.247793452	0.272968641	3.668496585	3.139645920	4.197347250	0.269821768
	"Minnesota"	"27"	"2002"	"2002"	201	5018935	4.004833695	3.451174485	4.558492905	0.282479189	3.948020067	3.401714644	4.494325489	0.278727257
	"Minnesota"	"27"	"2003"	"2003"	246	5053572	4.867843973	4.259533676	5.476154269	0.310362396	4.810305710	4.208321009	5.412290410	0.307135051
	"Minnesota"	"27"	"2004"	"2004"	250	5087713	4.913799186	4.304678329	5.522920044	0.310775948	4.839403529	4.237857865	5.440949194	0.306911053
	"Minnesota"	"27"	"2005"	"2005"	282	5119598	5.508244983	4.865343001	6.151146965	0.328011215	5.449950753	4.811330262	6.088571244	0.325826781
	"Minnesota"	"27"	"2006"	"2006"	311	5163555	6.022982228	5.353579530	6.692384926	0.341531989	5.923602572	5.261278508	6.585926636	0.337920441
	"Minnesota"	"27"	"2007"	"2007"	341	5207203	6.548621208	5.853550875	7.243691541	0.354627721	6.421481907	5.733729104	7.109234710	0.350894287
	"Minnesota"	"27"	"2008"	"2008"	384	5247018	7.318442590	6.586445879	8.050439300	0.373467710	7.215874753	6.486950497	7.944799010	0.371900131
	"Minnesota"	"27"	"2009"	"2009"	419	5281203	7.933798417	7.174119241	8.693477592	0.387591416	7.878535177	7.113806210	8.643264143	0.390167840
	"Minnesota"	"27"	"2010"	"2010"	397	5303925	7.485022884	6.748724325	8.221321443	0.375662530	7.347630175	6.614646483	8.080613867	0.373971271
	"Minnesota"	"27"	"2011"	"2011"	511	5344861	9.560585392	8.731632013	10.389538771	0.422935397	9.353610711	8.527501014	10.179720407	0.421484539
	"Minnesota"	"27"	"2012"	"2012"	482	5379139	8.960541827	8.160584494	9.760499159	0.408141496	8.905931927	8.096273154	9.715590701	0.413091211
